5,0.403462962962963,0.22058364129732788,0.75,0.0,-0.125,0.75,0.5,0.375,0.25,0.125,0.875,0.5852380758630412,0.34357816157512444,1.0,0.0,-0.6666666666666667,1.0,1.0,0.4673960864030181,0.3333333333333333,0.125,2.0
10,0.403462962962963,0.22058364129732788,0.75,0.0,-0.125,0.75,0.5,0.375,0.25,0.125,0.875,0.8963320790928572,0.2117218793808326,1.0,0.1111111111111111,0.6875,1.0,1.0,1.0,0.875,0.5,1.1875
20,0.5853342660077842,0.35820231532829105,1.0,0.0,-0.6666666666666667,1.0,1.0,0.375,0.3333333333333333,0.125,2.0,0.9416914095542483,0.14408305016483514,1.0,0.3888888888888889,1.0,1.0,1.0,1.0,1.0,0.8,1.0
30,0.6075983839077075,0.36123375010860886,1.0,0.0,-0.5625,1.0,1.0,0.375,0.375,0.125,1.9375,0.9686134740937624,0.10266276233972932,1.0,0.3888888888888889,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,1.0
40,0.8925064527579665,0.24658273368323683,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,0.375,1.0,0.9692137402842108,0.09117042192898606,1.0,0.3888888888888889,1.0,1.0,1.0,1.0,1.0,0.875,1.0
50,0.9079672787686343,0.22079245639463352,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.9717620787903029,0.0848169283058618,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.875,1.0
75,0.9570398662706207,0.1243806624490537,1.0,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.970861164616555,0.09081433767057735,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,1.0
100,0.9631156006223012,0.11679815309108885,1.0,0.3888888888888889,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.9735399286199402,0.0975653330247801,1.0,0.3888888888888889,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,1.0
125,0.9716493913599652,0.09369508827377912,1.0,0.3888888888888889,1.0,1.0,1.0,1.0,1.0,0.8958339037437046,1.0,0.9747096907263021,0.08604387817949978,1.0,0.3888888888888889,1.0,1.0,1.0,1.0,1.0,0.9,1.0
150,0.9712760971065396,0.09954141924112328,1.0,0.3888888888888889,1.0,1.0,1.0,1.0,1.0,0.9413425404200271,1.0,0.9778059675441716,0.0841902143649517,1.0,0.3888888888888889,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,1.0
