0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,17,170,186,1498,1424,1373,1149,832,573,1,76,120,292,377,474,0,0,2,42,107,206,0,0,0,0,14,52,0,0,0,0,0,9,0,0,0,0,0,0
0,0,0,0,0,4,1489,1455,1474,1317,930,578,11,45,26,175,443,573,0,0,0,8,122,272,0,0,0,0,5,71,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,2,1494,1490,1468,1380,1260,594,6,10,32,116,230,669,0,0,0,4,10,211,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1499,1489,1480,1462,1380,1031,1,11,20,37,119,460,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,52,186,178,1491,1406,1317,1119,827,602,9,91,179,324,352,488,0,3,1,5,114,178,0,0,0,0,20,39,0,0,0,0,1,15,0,0,0,0,0,0
0,0,0,0,0,0,1475,1490,1458,1242,912,739,25,10,40,244,464,540,0,0,2,14,114,184,0,0,0,0,10,37,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1446,1492,1478,1380,1191,1026,54,8,22,116,302,435,0,0,0,4,6,37,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1500,1498,1486,1470,1437,1350,0,2,14,30,63,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,393,569,619,514,318,398,535,462,532,469,521,701,555,459,283,351,378,0,17,10,55,136,213,0,0,0,11,30,63,0,0,0,0,0,7,0,0,0,0,0,0
84,72,212,102,156,158,207,140,246,225,192,248,1187,1198,986,1021,719,516,22,90,56,141,344,375,0,0,0,11,88,163,0,0,0,0,1,35,0,0,0,0,0,5
0,2,9,9,24,18,103,106,116,117,127,64,1356,1350,1300,1246,909,617,41,42,74,122,379,599,0,0,1,6,54,174,0,0,0,0,7,26,0,0,0,0,0,2
0,0,0,0,0,0,100,100,100,101,99,72,1396,1386,1364,1201,1054,557,4,14,35,185,309,639,0,0,1,13,36,225,0,0,0,0,2,7,0,0,0,0,0,0
315,269,515,923,666,431,498,282,613,369,449,540,671,915,338,181,308,327,16,30,34,24,72,150,0,4,0,2,5,50,0,0,0,1,0,2,0,0,0,0,0,0
128,42,32,161,242,269,231,233,186,218,195,307,1116,1205,1140,972,713,471,25,20,138,146,315,320,0,0,4,3,30,102,0,0,0,0,5,28,0,0,0,0,0,3
2,4,1,5,7,17,59,104,183,106,138,109,1395,1329,1226,1276,990,735,44,63,90,107,329,462,0,0,0,6,34,151,0,0,0,0,2,23,0,0,0,0,0,3
0,0,0,0,0,0,100,100,100,100,100,97,1367,1361,1349,1283,1142,893,33,39,51,115,243,444,0,0,0,2,15,61,0,0,0,0,0,5,0,0,0,0,0,0
